,nmod,nsubj,xcomp,ccomp,advcl,iobj,mark,obj,obl,case,conj,advmod,nummod,flat,det,amod,acl,discourse,cc,dep:repeat,dislocated,cop,fixed,vocative,parataxis,csubj,ccomp:purp,acl:relcl,punct,advcl:seq,obj:po,nmod:poss,advcl:quote,advcl:conv,obj:lo,ccomp:quote,obj:ro,advcl:cond,appos,advcl:compar,advcl:purp,flat:name,ccomp:obj,csubj:quote,compound,xcomp:lo,conj:q,orphan,aux,compound:pred,nsubj:outer,xcomp:subj,obj:cs,compound:prt,csubj:outer,ccomp:iobj,ccomp:ro,obj:poss,ccomp:poss,ccomp:lo,advmod:q,nmod:quote,dep,aux:pass,nsubj:pass,det:poss,advmod:emph,list,det:adj,obl:tmod,det:pron,obl:agent,expl,det:noun,csubj:pass,compound:svc,obl:arg,advcl:cmp,advcl:relcl,cc:preconj,compound:smixut,obl:npmod,advmod:lmod,obj:agent,obl:lmod,nsubj:cop,aux:exhort,compound:lvc,nmod:npmod,compound:redup,case:loc,nsubj:caus,iobj:agent,aux:ex,aux:caus,flat:range,flat:dist,parataxis:obj,det:rel,expl:pv,goeswith,dep:comp,dislocated:obj,dep:redup,dislocated:subj,dep:conj,obl:mod,dislocated:mod,parataxis:parenth,parataxis:mod,dep:flat,nummod:gov,obl:depict,parataxis:discourse,obl:float,clf,nmod:gen,advmod:neg,flat:foreign,discourse:sp,compound:dir,clf:det,obj:periph,compound:vv,advcl:coverb,mark:rel,compound:quant,nsubj:periph,advmod:df,compound:ext,obl:patient,compound:vo,mark:adv,expl:pass,nmod:tmod,mark:prt,parataxis:rep,nmod:relat,aux:neg,acl:attr,nmod:attr,csubj:caus,flat:vv,nmod:unmarked,obl:unmarked,det:numgov,det:nummod,nmod:desc,det:predet,nmod:gobj,obl:cmp,csubj:cop,advmod:cmp,aux:aspect,compound:nn,aux:imp,xcomp:ds,obl:own,nmod:gsubj,aux:opt,cop:own,aux:tense,expl:subj,advcl:cleft,obj:lvc,expl:comp,parataxis:insert,ccomp:speech,nmod:name,obl:iobj,obl:final,nmod:iobj,nmod:pred,auxpart,obl:subj,obl:obj,case:gen,case:acc,compound:affix,mark:q,discourse:conn,nmod:det,advmod:loc,nmod:att,compound:preverb,advmod:tlocy,amod:att,advmod:mode,ccomp:obl,nmod:obl,ccomp:pred,advmod:que,advmod:to,advmod:tto,obl:lvc,advmod:locy,advmod:tfrom,amod:attlvc,nsubj:lvc,nmod:attlvc,compound:a,nmod:lmod,case:adv,xcomp:pred,obl:prep,csubj:cleft,case:voc,vocative:mention,parataxis:sentence,parataxis:rt,parataxis:hashtag,parataxis:url,expl:impers,parataxis:nsubj,parataxis:appos,discourse:emo,obj:appl,iobj:appl,flat:title,flat:num,dep:ss,dep:agr,aux:pot,advmod:deg,nmod:obj,nmod:subj,nmod:prp,obl:dat,obl:cau,advcl:abs,advmod:tmod,cop:outer,conj:expl,csubj:relcl,advcl:pred,ccomp:relcl,dislocated:nsubj,ccomp:reported,dislocated:advcl,flat:redup,csubj:reported,dislocated:csubj,parataxis:reporting,dislocated:obl,orphan:missing,dislocated:ccomp,flat:gov,xcomp:relcl,cop:emph,case:det,aux:part,cop:expl,dep:mod,obl:sentcon,dislocated:cleft,cc:nc,obl:advmod,nmod:bahuv,parataxis:conj,parataxis:dislocated,xcomp:obj,conj:redup,discourse:participant,discourse:enunc,obl:pronmod,obj:advneg,mark:advmod,nsubj:obj,obj:advmod,obj:obl,advmod:obl,nsubj:advmod,obj:infx,mark:int,nmod:pre,orphan:nsubjobj,aux:perf,aux:fut,aux:hab,nsubj:nc,amod:flat,aux:clitic,nmod:arg,nmod:flat,aux:cnd,discourse:intj,obl:cmpr,xcomp:cleft,advcl:cmpr,cop:locat,advmod:arg,ccomp:cleft,obl:orphan,nummod:flat,aux:q,acl:inf,expl:poss,ccomp:pmod,obl:pmod,advcl:tcl,nummod:entity,compound:coord,advcl:ccomp,obl:instr,nmod:appos,obl:goal,acl:dpct,obl:source,advcl:manner,obl:path,xcomp:result,advcl:dpct,obl:manner,advcl:fin,obl:benef,obl:soc,obl:grad,acl:ptcp,mark:sim,case:sim,advcl:caus,advcl:concess,acl:crel,ccomp:rel,compound:name,advcl:lcl,advcl:consec,acl:cont,acl:pred,compound:vsc,acl:cleft,nsubj:lfoc,nsubj:ifoc,iobj:patient,nsubj:bfoc,obl:inst,obl:poss,nmod:part,discourse:q,dep:der,nmod:comp,advcl:svc,advmod:det,acl:adv,flat:abs,flat:sibl,conj:svc,flat:repeat,parataxis:rel,vocative:cl,parataxis:newsent,dep:alt,nmod:cau,obl:with,det:pmod,advmod:adj,obl:comp,advcl:objective,acl:subj,compound:vmod,appos:nmod,mark:pcomp,compound:verbnoun,flat:number,obl:adj,obl:about,acl:tmod,compound:atov,xcomp:adj,compound:amod,csubj:vsubj,compound:apr,nsubj:xsubj,csubj:asubj,acl:tonp,compound:pron,advmod:dir,nsubj:nn,flat:time,xcomp:vcomp,compound:adj,flat:date,obl:adv,compound:z,nummod:det,xcomp:dir,case:pred,nmod:agent,nmod:redup,flat:frac,obl:appl,obj:caus,mark:plur,dep:infl,dep:cop,dep:aux,dep:pos,dep:emo,dep:mark,dep:ana
Faroese,0.19187071827567106,0.5680954197109338,0.30540057087920036,0.3095434291503252,0.7062740891876007,0.0,0.20307392998664564,0.1802056702832373,0.7300166301457938,0.04466460085095255,0.0,0.9464444304457644,0.14372616993938178,0.0,0.0,0.07864696969098416,0.4305518670104394,0.0,0.03278881304820581,,,0.5001605691728276,0.0,,0.0,0.5032583347756457,,0.0,0.5336098059908884,,,0.8566727035015875,,,,,,,0.0,,,,,,0.9656361333706098,,,0.0,0.33352200393097664,,,,,,,,,,,,,,0.9138472873262908,0.17556502585750278,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnish,0.9959355511221955,0.6053151857344498,0.24460210666265703,0.32466539758943114,0.8646365543435144,,0.06798918170019355,0.8856861222528075,0.9578381735665427,0.5610771302381606,0.0,0.9232592144367935,0.7776434827157996,0.0,0.06730874561182969,0.07717168505760262,0.8857215451576553,0.9998557404074002,0.01789519870882284,,0.6500224216483541,0.6086203186389498,0.0,0.975354039506856,0.04580001183260904,0.7568336324184035,,0.006130966692796354,0.8214051307681851,,,0.012817153755664853,,,,,,,0.0,,,0.0,,,0.05475065807353418,,,0.9999703586266961,0.16059354228064404,,0.0,,,0.613750216444085,,,,,,,,,0.9260737577728377,0.039220494447072034,,,,,,,,0.0,0.23565234259003803,,,,,,,0.222284830685688,,,,,,0.7225824710902913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407219475854884,,0.4214785238155055,,,0.08344795553344228,,0.2678465168730566,,0.0,,0.2631887790276082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French,0.1248206623708906,0.39995603759137405,0.0672958115234988,0.03133122542139437,0.9177345908986387,0.10841430658057744,0.018362279240770545,0.6138071094033075,0.6449435240492148,0.0008622595410831097,0.0,0.9051041311835022,0.2356772076358244,0.0,0.0008130704652189062,0.8695750913719089,0.09147491797391749,0.3943002379274748,0.00411465432499286,,0.9182958340544896,0.5234293171917517,0.0,0.5638560041131416,0.3200593988051059,0.4513542469966795,,0.0,0.9526840713959603,,,,,,,,,,0.0,,,0.0,,,0.4178642624458584,,,0.6933417315996678,0.0,,0.0,,,,,,,,,,,,0.7471082932651727,0.007907258859767516,0.23592918789615347,,,,,,,0.023164959405108862,0.24229218908241482,,0.0,,0.23219493373320932,,,,,,,0.7855602922535472,,,,,,,,0.058758157105190834,0.0,,0.0,,,,,0.025540392076598684,,0.7424875695421236,,,,,0.8268622885708723,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01605722922537475,0.45014255764270467,0.0,0.0,0.02327819535468858,0.379138545082233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frisian Dutch,0.7016443140299524,0.8165889486941611,0.37123232664087563,0.4394969869215134,0.5787946246321198,1.0,0.13503620280212764,0.9668100575025924,0.9497418438927921,0.39124356362925566,0.0,0.8841151220488479,0.6840384356390417,0.0,0.03260036713734486,0.4211660145082221,0.41381685030363374,0.9162372553506342,0.0,,0.0,0.6962122601251458,0.0,0.7219280948873623,0.3095434291503252,1.0,,,,,,0.32984607020714635,,,,,,,0.0,,,0.0,,,0.863120568566631,,,0.49123734182433315,0.7982441335646698,,,,,0.9182958340544896,,,,,,,,,,0.9709505944546686,0.0,,,0.0,,0.9043814577244937,,,0.9383153522334069,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galician,0.11816329031760432,0.5897091389986752,0.09423852197910457,0.09655235351676182,0.7477183800819929,0.9384543826025636,0.0,0.49877422435019464,0.7504327583460693,0.006962700429494742,0.0,0.7977861201291261,0.8121183163019045,0.0,0.006365311142073062,0.7800042241335947,0.08847397634419749,0.19590927087360493,0.0,,,0.5092621331880428,0.0,1.0,0.3500105929268849,0.761587786957669,,,0.901271724224662,,,,,,,,,,0.0,,,0.0,,,0.6500224216483541,,,0.7219280948873623,0.032230355211769486,,,,,,,,,,,,,,0.0,0.0,0.11759466565886476,,,0.0,,,,,0.9930097965421729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgian,0.1295440874178625,0.7216243280017605,0.8898478016282407,0.0741494835779208,0.8052190915742274,0.9095435955461941,0.4424507940732886,0.9970045460761738,0.934758118029045,0.057546623446923274,0.0,0.5539391973807238,0.0525201882556693,0.0,0.06203942279410888,0.05379764730259905,0.08879822869615532,0.6051865766334206,0.019217369049549637,,,0.5658044656051435,0.0,0.9994730201859836,0.4597890015540199,0.26676498780302604,,0.221079104991113,0.9948722321908487,,,,,,,,,,0.0,,,0.0,,,0.7793498372920851,,,0.9709505944546686,0.8173794073751365,,0.0,,,,0.0,,,,,,,,0.0,,0.9964027516431577,0.06239710583137138,,,,0.834540776147615,,0.0,,,,,,,0.8112781244591328,,,,0.46121604051390946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3730401202318899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9669852958320848,0.0,0.6292492238560345,0.964078764808229,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German,0.6855120925305279,0.8055699285132389,0.9083216368869937,0.7937728703560627,0.882185672366331,0.0,0.3239206780699907,0.9996862498390573,0.9677912395054773,0.048513907640145015,0.0,0.7710454107661755,0.27468625359902954,0.0,0.024451495347169845,0.12060289949869597,0.2445152844682363,0.9456603046006401,0.13287320805773356,,,0.7039493151694217,0.0,0.954434002924965,0.3255517134879514,0.8946921645908387,,0.03386855598926829,0.9783633105049676,,,0.07360348308562405,,,,,,,0.0,,,0.0,,,0.3508720088144392,,,0.8812908992306927,0.9222097877143569,,0.0,,,0.14129580906795725,,,,,,,,,0.6988399724659259,0.9318260242426489,0.15276180527106312,0.00965178548698334,,,,0.9683695061244273,,0.25146396423889,0.9694471868801025,,0.5509844433017146,,0.9635971117253717,,,0.4394969869215134,,,,,,,,,,,,,,,,,,,,0.8977478327818644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gheg,0.2761954276479391,0.8127889110443545,0.46121604051390946,0.2192973081321754,0.8739810481273578,0.728298978284865,0.025540392076598684,0.9478882932775429,0.7992950357536714,0.02610879531162862,0.0,0.863529432270977,0.261223326966336,0.0,0.029923948465221683,0.5212220180699688,0.05503793508320906,0.6883704448589433,0.013548178410611478,,0.0,0.24229218908241482,0.0,,0.30540057087920036,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothic,0.42170655561963544,0.9075531193438469,0.9996124628547576,0.2227039701823754,0.9978037165201803,,0.022541327389625915,0.9598556086000511,0.8228878555317399,0.0,0.0,0.6467865476978123,0.7881510341214842,,0.9629801492887222,0.9970816947413501,0.447349971947626,0.8374407162611734,0.15149561240076742,,0.5460133954586516,,0.0,0.9441578674043015,0.8112781244591328,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.8476501848615455,,,0.0,,,,,,,,,,,,0.9182958340544896,,0.892338681064176,,,,,,,0.739480936716638,,,0.26676498780302604,,0.7990169918628004,0.8728610926942303,,,,,,,,,,,,,,,,,,,,,,0.13923299905509887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek,0.26099093195696094,0.892073980244961,0.15854445807173367,0.7259670669577283,0.7993135875022488,0.3955378064564774,0.025540392076598684,0.8790143006490081,0.7621541751017683,0.010075260476793862,0.0,0.9066446315330956,0.2087072820923857,0.0,0.08996145453488236,0.2340398567017145,0.1851247601005459,0.6335048075692831,0.11927697778906385,,0.13303964861069895,0.623972225059562,0.0,0.9934472383802027,0.5871235691905462,0.17124474863868067,,0.010504107502726854,0.9599009761127146,,,,,,,,,,0.0,,,,,,0.9895875212220556,,,0.9357110512652843,0.06085304764298016,,0.19143325481419343,,,,,,,,,,,,,,0.9810654683755793,,,,,,,0.34781691357106326,0.47299536229314815,,0.1654270339962668,,0.0,,0.0,,,,,,,,,,,0.9798687566511528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guajajara,0.9934472383802027,,0.0,0.05810074789112419,0.863120568566631,0.061927388911559245,0.7642045065086203,0.8318944147250349,0.7991593237151253,0.0,0.0,0.8994295405702644,0.0,0.0,0.14372616993938178,,,0.30054053627799293,0.15240699892386775,,0.0,,0.0,0.6500224216483541,0.0,,,,0.3601623383500783,,,,,,,,,,0.0,,,,,,0.0,,,0.0,0.22432696034508792,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9840677477372912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guarani,0.9784493292686189,0.9852281360342515,0.0,,0.9182958340544896,0.0,,0.9182958340544896,0.9182958340544896,0.0,,1.0,0.0,,0.9182958340544896,,,0.6840384356390417,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4394969869215134,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,0.16648978563002773,0.05714385792985574,0.0,0.9612366047228759,0.6024308020404452,0.0,0.74959525725948,0.24988229283318544,0.19745300438456018,0.0,0.0,0.4586858162005403,0.6051865766334206,0.0,0.0,0.08728058888363333,0.5435644431995964,0.7732266742876346,0.24988229283318544,,0.9182958340544896,0.14372616993938178,0.0,0.0,0.8112781244591328,,,,0.7153220528038851,,,0.0,,,,,,,0.0,,,,,,0.954434002924965,,,0.0,0.15838440747285049,,,,,,,,,,,,,,0.9182958340544896,,0.0,,,,,0.0,,0.0,,,,0.9182958340544896,,,0.0,0.0,,,,,,,,0.20062232431271465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwichin,0.5435644431995964,0.0,,0.0,0.7219280948873623,0.0,0.5916727785823275,0.0,0.0,0.0,0.0,0.828055725379504,0.0,0.0,0.0,0.0,0.0,0.0,0.6722948170756379,,,,0.0,0.0,,,,,0.133697960635451,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.8112781244591328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haitian Creole,0.911756342191381,0.08407545558237446,0.5834252686010566,0.20636156846410864,0.9675553149198489,0.29556077785731516,0.02236220827711901,0.2745182106534896,0.6595319988626251,0.0437636231174992,0.0,0.8081398749788822,0.4547006858101453,0.0,0.8961399138050963,0.9518450934795535,0.4995226464637247,0.2885385136944104,0.9182958340544896,,0.4537163391869448,0.07967374727097198,0.0,0.5435644431995964,0.5435644431995964,,,0.2727058977745608,0.7906878095445834,,,,,,,,,,0.0,,,0.0,,,0.24083474743116445,,,,0.05253358390993636,,,,,,,,,,,,,,0.4826282743485024,,,,,,,,,,,,,0.3785201752511489,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7858895831387682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hausa,0.22883164074802093,0.989183154287598,0.9862092732193208,0.039220494447072034,0.8022174062763241,0.1863496838649942,0.0,0.07454489127959078,0.999876197757579,0.06202072006384653,0.0,0.9452127222150863,0.0,0.0,0.9590550044058673,0.7531979910695014,0.8739810481273578,0.9179728112650803,0.0,,0.2998025130558692,0.0,0.0,0.4798320236161285,0.7088356733321961,0.0,,0.08499555983671264,0.6014455465783743,,,,,,,,,,0.0,,,0.0,,,0.24229218908241482,,,,0.0,,,,,,,,,,,,,,0.7518972278650766,,,,,,,,,,,,,0.0,0.052303536715132715,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebrew,0.3223611018842019,0.8817661303138449,0.054854747348968294,0.10595742955722348,0.849381283470855,,0.008936897281640809,0.2089366833795132,0.6850216358581829,0.032675751292514585,0.0,0.9318698890606629,0.7985319281900323,0.0,0.2062183729267809,0.00204262057785089,0.0,1.0,0.03978620802593743,,0.0,0.2980897212043019,0.0,,0.7164524218200592,0.2801781466227599,,0.0,0.787115531617762,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.7131288630205139,,,,,,,,,,,,,,,,,,0.0,,,,,0.18312206830137276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002841846644162824,0.0,0.3085763564987966,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
