sen_str,swapped_sen_str,leaf_rule
č̣(ṭ) mṭw ḫꜥ Rꜥw ꜣḫ.t ⸗f ṭp ⸗f ꞽr ḥfꜣ pn pr m tꜣ ẖr.ꞽ č̣bꜥ(.w) Wnꞽś,č̣(ṭ) mṭw ḫꜥ Rꜥw ṭp ⸗f ꜣḫ.t ⸗f ꞽr ḥfꜣ pn pr m tꜣ ẖr.ꞽ č̣bꜥ(.w) Wnꞽś,[0] -> [1] -> [11]
ꞽ(w) šw.tꞽ m gmḥś.w ꞽn.n św bꜣ ⸗f ḥtm.n św ḥkꜣ(.w) ⸗f,ꞽ(w) m gmḥś.w šw.tꞽ ꞽn.n św bꜣ ⸗f ḥtm.n św ḥkꜣ(.w) ⸗f,[0] -> [1] -> [11]
Wnꞽś č̣ś ⸗f Ꞽwn.w(y) mś.y m Ꞽwn.w śk Rꜥw ḥr ṭp pśč̣.t(ꞽ) ḥr ṭp rḫ.(w)t nfr(.w) tm(.w) ꞽw.t(ꞽ) śn.nw ⸗f ꞽwꜥ (ꞽ)t(ꞽ) ⸗f Gbb,Wnꞽś č̣ś ⸗f Ꞽwn.w(y) mś.y m Ꞽwn.w śk ḥr ṭp pśč̣.t(ꞽ) Rꜥw ḥr ṭp rḫ.(w)t nfr(.w) tm(.w) ꞽw.t(ꞽ) śn.nw ⸗f ꞽwꜥ (ꞽ)t(ꞽ) ⸗f Gbb,[0] -> [1] -> [11]
č(ꜣ)s(.w) mꜣḳ.t ꞽn Rꜥw ḫft ꞽt(ꞽ) ⸗f Wśr(.w) m šm ⸗f n ꜣḫ ⸗f wꜥ ⸗śn(ꞽ) m pn gś wꜥ ⸗śn(ꞽ) m pn gś,č(ꜣ)s(.w) mꜣḳ.t ꞽn Rꜥw ḫft ꞽt(ꞽ) ⸗f Wśr(.w) m šm ⸗f n ꜣḫ ⸗f m pn wꜥ ⸗śn(ꞽ) gś wꜥ ⸗śn(ꞽ) m pn gś,[0] -> [1] -> [11]
sꞽ(.w) Ṭwn-ꜥn.wꞽ ḥnꜥ kꜣ ⸗f,sꞽ(.w) ḥnꜥ kꜣ Ṭwn-ꜥn.wꞽ ⸗f,[0] -> [1] -> [11]
ꞽ:(n)č̣ (⸗ꞽ) ḥr ⸗k ngꜣ Rꜥw ẖr(.ꞽ) fṭ.w ꜥb(.w) ꜥb ⸗k m ꞽmn.t ꜥb ⸗k m ꞽꜣb.t ꜥb ⸗k m rś.w [ꜥb] [⸗k] [m] [mḥ.t],ꞽ:(n)č̣ (⸗ꞽ) ḥr ⸗k ngꜣ Rꜥw ẖr(.ꞽ) fṭ.w ꜥb(.w) m ꞽmn.t ꜥb ⸗k ꜥb ⸗k m ꞽꜣb.t ꜥb ⸗k m rś.w [ꜥb] [⸗k] [m] [mḥ.t],[0] -> [1] -> [11]
ꞽw nšs(.wꞽ) ⸗k ꞽr šs(.wꞽ) ⸗k,ꞽw ꞽr šs(.wꞽ) nšs(.wꞽ) ⸗k ⸗k,[0] -> [1] -> [11]
tr ⸗k r p.t tr ⸗k r tꜣ,tr ⸗k r p.t r tꜣ tr ⸗k,[0] -> [1] -> [11]
č̣(ṭ) mṭw ḥḳr Ttꞽ m ꜥw Šw ꞽb.t Ttꞽ m ꜥw Tfnw.t,č̣(ṭ) mṭw ḥḳr Ttꞽ m ꜥw Šw m ꜥw Tfnw.t ꞽb.t Ttꞽ,[0] -> [1] -> [11]
ꞽw mk.t Wnꞽś m ꞽr.t <⸗f>,ꞽw m ꞽr.t mk.t Wnꞽś <⸗f>,[0] -> [1] -> [11]
prr (ꞽ)r ⸗f Ppy ꞽr ⸗f ꞽr p.t ḫr ⸗k Rꜥw ḥr n(.ꞽ) Ppy m bꞽk(.w) č̣nḥ(.w) Ppy m ꜣpṭ(.w),prr (ꞽ)r ⸗f Ppy ꞽr ⸗f ꞽr p.t ḫr ⸗k Rꜥw ḥr n(.ꞽ) Ppy m bꞽk(.w) m ꜣpṭ(.w) č̣nḥ(.w) Ppy,[0] -> [1] -> [11]
nč̣r čw Ttꞽ ḥr śṭ ⸗k ḫmꜥ čw Ttꞽ ḥr wbn.w ⸗k ꞽr ⸗k prꞽ.w wr.t m ḫt ⸗k wr.t ṭp ꜥw.w(ꞽ) ⸗k,nč̣r čw Ttꞽ ḥr śṭ ⸗k ḫmꜥ čw Ttꞽ ḥr wbn.w ⸗k ꞽr ⸗k prꞽ.w wr.t m ḫt ⸗k ṭp ꜥw.w(ꞽ) ⸗k wr.t,[0] -> [1] -> [11]
ꞽw ḫꜥ.w Wnꞽś m nhp.w,ꞽw m nhp.w ḫꜥ.w Wnꞽś,[0] -> [1] -> [11]
sꜣ.n n ⸗k Ꜣś.t ḥnꜥ Nb(.t) ḥw.t m Sꜣ.wt(ꞽ) n nb ⸗śn ꞽm ⸗k [m] [rn] [⸗k] n(.ꞽ) nb Sꜣ.wt(ꞽ) n nčr ⸗śn ꞽm ⸗k m rn ⸗k n(.ꞽ) nčr ṭwꜣ ⸗śn čw ꞽm ⸗k ḥr(.w) ꞽr ⸗śn m rn ⸗k n(.ꞽ) Ṭwꜣ wr ꞽꜥb ⸗śn čw ꞽm ⸗k č̣nṭ m rn ⸗k n(.ꞽ) Č̣nṭr.w,sꜣ.n n ⸗k Ꜣś.t ḥnꜥ Nb(.t) ḥw.t m Sꜣ.wt(ꞽ) n ꞽm ⸗k nb ⸗śn [m] [rn] [⸗k] n(.ꞽ) nb Sꜣ.wt(ꞽ) n nčr ⸗śn ꞽm ⸗k m rn ⸗k n(.ꞽ) nčr ṭwꜣ ⸗śn čw ꞽm ⸗k ḥr(.w) ꞽr ⸗śn m rn ⸗k n(.ꞽ) Ṭwꜣ wr ꞽꜥb ⸗śn čw ꞽm ⸗k č̣nṭ m rn ⸗k n(.ꞽ) Č̣nṭr.w,[0] -> [1] -> [11]
ꞽw wśr(.w) Wnꞽś ḥr mk.t ⸗f,ꞽw ḥr mk.t wśr(.w) Wnꞽś ⸗f,[0] -> [1] -> [11]
Šw ꜥw.w(ꞽ) ⸗k ḥꜣ Tti҆,Šw ḥꜣ Tti҆ ꜥw.w(ꞽ) ⸗k,[0] -> [1] -> [11]
ḫfꜥ ⸗śn č̣i̯ ⸗śn n ⸗f ꜣm ⸗śn č̣i̯ ⸗śn n ⸗f ꞽtꞽ bṭ.t tʾ ḥ(n)ḳ.t n n.tt n Wnꞽś ꞽn ꞽt(ꞽ) ⸗f rč̣ n ⸗f ꞽn Rꜥw rč̣ n ⸗f ꞽtꞽ bṭ.t tʾ ḥ(n)ḳ.t n n.tt śwt ꞽś kꜣ wr ḥ(w) Kns.t n n.tt Wnꞽś ꞽś ꞽr(.ꞽ) ṭꞽ.t ꞽš.tt m ḥw.t,ḫfꜥ ⸗śn č̣i̯ ⸗śn n ⸗f ꜣm ⸗śn č̣i̯ ⸗śn n ⸗f ꞽtꞽ bṭ.t tʾ ḥ(n)ḳ.t n n.tt n Wnꞽś ꞽn ꞽt(ꞽ) ⸗f rč̣ n ⸗f ꞽn Rꜥw rč̣ n ⸗f ꞽtꞽ bṭ.t tʾ ḥ(n)ḳ.t n n.tt ꞽś kꜣ śwt wr ḥ(w) Kns.t n n.tt Wnꞽś ꞽś ꞽr(.ꞽ) ṭꞽ.t ꞽš.tt m ḥw.t,[0] -> [1] -> [11]
ꞽw ꜥꜣb.t ⸗f m Nw.w,ꞽw m Nw.w ꜥꜣb.t ⸗f,[0] -> [1] -> [11]
č̣r(.w) ⸗f pꞽ č̣.t{n} m śꜥḥ ⸗f pn n(.ꞽ) mrr ⸗f ꞽrr ⸗f mśč̣č̣ ⸗f nꞽ ꞽr.n ⸗f ꞽm(.ꞽ) č̣r.w ꜣḫ.t č̣.t r nḥḥ śk bꜣ ⸗śn m ẖ.t Wnꞽś ꜣḫ(.w) ⸗śn ḫr Wnꞽś m ḥꜣ(.w) (ꞽ)ḫ.t ⸗f r nčr(.w) ḳrr.t(ꞽ) n Wnꞽś m ḳś(.w) ⸗śn śk bꜣ ⸗śn ḫr Wnꞽś šw.wt ⸗śn m ꜥw ꞽr.(ꞽ)w ⸗śn,č̣r(.w) ⸗f pꞽ č̣.t{n} m śꜥḥ ⸗f pn n(.ꞽ) mrr ⸗f ꞽrr ⸗f mśč̣č̣ ⸗f nꞽ ꞽr.n ⸗f ꞽm(.ꞽ) č̣r.w ꜣḫ.t č̣.t r nḥḥ śk m ẖ.t bꜣ ⸗śn Wnꞽś ꜣḫ(.w) ⸗śn ḫr Wnꞽś m ḥꜣ(.w) (ꞽ)ḫ.t ⸗f r nčr(.w) ḳrr.t(ꞽ) n Wnꞽś m ḳś(.w) ⸗śn śk bꜣ ⸗śn ḫr Wnꞽś šw.wt ⸗śn m ꜥw ꞽr.(ꞽ)w ⸗śn,[0] -> [1] -> [11]
ꞽw ḳꜣr n(.ꞽ) Ttꞽ m twn [nb.t] [n.t] [Ttꞽ] [m] [nn].t,ꞽw ḳꜣr n(.ꞽ) Ttꞽ m twn [m] [nn].t [nb.t] [n.t] [Ttꞽ],[0] -> [1] -> [11]
č̣(ṭ) mṭw č̣.t r p.t,č̣(ṭ) mṭw r p.t č̣.t,[0] -> [1] -> [11]
nꞽ śrḫ.w m(w)t ꞽry Ppy Nfr-kꜣ-rꜥ,nꞽ ꞽry Ppy śrḫ.w m(w)t Nfr-kꜣ-rꜥ,[0] -> [1] -> [11]
ꞽw Wnꞽś r p.t ꞽw Wnꞽś r p.t m čꜣw m čꜣw,ꞽw Wnꞽś r p.t ꞽw r p.t Wnꞽś m čꜣw m čꜣw,[0] -> [1] -> [11]
ꞽw špś.w Wnꞽś m p.t,ꞽw m p.t špś.w Wnꞽś,[0] -> [1] -> [11]
ꞽ:(n)č̣ (⸗ꞽ) ḥr ⸗k ngꜣ Rꜥw ẖr(.ꞽ) fṭ.w ꜥb(.w) ꜥb ⸗k m ꞽmn.t ꜥb ⸗k m ꞽꜣb.t ꜥb ⸗k m rś.w [ꜥb] [⸗k] [m] [mḥ.t],ꞽ:(n)č̣ (⸗ꞽ) ḥr ⸗k ngꜣ Rꜥw ẖr(.ꞽ) fṭ.w ꜥb(.w) ꜥb ⸗k m ꞽmn.t m ꞽꜣb.t ꜥb ⸗k ꜥb ⸗k m rś.w [ꜥb] [⸗k] [m] [mḥ.t],[0] -> [1] -> [11]
pr.y (ꞽ)r ⸗f Wnꞽś r p.t ḫr ⸗k Rꜥw ḥr n(.ꞽ) Wnꞽś m bꞽk(.w) č̣nḥ(.w) Wnꞽś m ꜣpṭ(.w) ꜥn.(w)t ⸗f m wḫꜣ.w Ꜣtf.t,pr.y (ꞽ)r ⸗f Wnꞽś r p.t ḫr ⸗k Rꜥw ḥr n(.ꞽ) Wnꞽś m bꞽk(.w) č̣nḥ(.w) Wnꞽś m ꜣpṭ(.w) m wḫꜣ.w ꜥn.(w)t ⸗f Ꜣtf.t,[0] -> [1] -> [11]
ꞽw Ttꞽ pn r p.t ꞽw Ttꞽ pn r p.t m Šw ḥnꜥ Rꜥw,ꞽw r p.t Ttꞽ pn ꞽw Ttꞽ pn r p.t m Šw ḥnꜥ Rꜥw,[0] -> [1] -> [11]
pśč̣.t Ḥr.w m ꞽꜣḫ.w ś:nhṭ n ⸗f nb.w ꞽr.w(w) pẖr n ⸗f pśč̣.t(ꞽ) tm.t(ꞽ) ḥmś(.w) r ⸗f m ś.t nb tm,pśč̣.t m ꞽꜣḫ.w Ḥr.w ś:nhṭ n ⸗f nb.w ꞽr.w(w) pẖr n ⸗f pśč̣.t(ꞽ) tm.t(ꞽ) ḥmś(.w) r ⸗f m ś.t nb tm,[0] -> [1] -> [11]
č̣(ṭ) mṭw nfr w(ꞽ) ꜣ mꜣꞽ.w Ttꞽ śšṭ.ꞽ m wp.t Rꜥw šnč̣.wt ⸗f ḥr ⸗f m Ḥw.t Ḥr.w šw.t ⸗f m šw.t bꞽk pr ⸗f r ⸗f ꞽr p.t m m śn.w ⸗f nčr(.w),č̣(ṭ) mṭw nfr w(ꞽ) ꜣ mꜣꞽ.w Ttꞽ śšṭ.ꞽ m wp.t Rꜥw m Ḥw.t šnč̣.wt ⸗f ḥr ⸗f Ḥr.w šw.t ⸗f m šw.t bꞽk pr ⸗f r ⸗f ꞽr p.t m m śn.w ⸗f nčr(.w),[0] -> [1] -> [11]
č̣(ṭ) mṭw mw ⸗k r p.t čꜣ(.w) ⸗k r tꜣ Ꞽsy hy,č̣(ṭ) mṭw mw ⸗k r p.t r tꜣ čꜣ(.w) ⸗k Ꞽsy hy,[0] -> [1] -> [11]
ꞽw śšm.wt Wnꞽś m ḥꜣ.t ⸗f,ꞽw m ḥꜣ.t śšm.wt Wnꞽś ⸗f,[0] -> [1] -> [11]
ꜣšr.t šb.t(ꞽ)w ⸗k m pr nm(.t) tʾ ꞽtḥ m wśḫ.t,ꜣšr.t šb.t(ꞽ)w ⸗k m pr nm(.t) m wśḫ.t tʾ ꞽtḥ,[0] -> [1] -> [11]
č̣(ṭ) mṭw ntktk ⸗k n tk.ꞽ Ꞽkn hꞽ,č̣(ṭ) mṭw n tk.ꞽ ntktk ⸗k Ꞽkn hꞽ,[0] -> [1] -> [11]
sꞽ(.w) sꞽ ḥnꜥ kꜣ ⸗f,sꞽ(.w) ḥnꜥ kꜣ sꞽ ⸗f,[0] -> [1] -> [11]
ꞽw Šw m mtr.w,ꞽw m mtr.w Šw,[0] -> [1] -> [11]
mw ⸗k n ⸗k bꜥḥ ⸗k n ⸗k ꞽrč.t ⸗k n ⸗k ꞽm.t mnč̣(.wꞽ) mw.t Ꜣś.t,mw ⸗k n ⸗k n ⸗k bꜥḥ ⸗k ꞽrč.t ⸗k n ⸗k ꞽm.t mnč̣(.wꞽ) mw.t Ꜣś.t,[0] -> [1] -> [11]
hꜣ Wnꞽś rṭ kꜣ ⸗k m bꜣḥ ⸗k,hꜣ Wnꞽś m bꜣḥ ⸗k rṭ kꜣ ⸗k,[0] -> [1] -> [11]
hꜣ Wnꞽś rṭ kꜣ ⸗k m ḫt ⸗k,hꜣ Wnꞽś m ḫt ⸗k rṭ kꜣ ⸗k,[0] -> [1] -> [11]
mr.(y)t rč̣.yt ꞽm č̣č̣ Ttꞽ pw n n.tt Ttꞽ ꞽś pw kꜣ Ꞽwn.w,mr.(y)t rč̣.yt ꞽm č̣č̣ Ttꞽ pw n n.tt pw kꜣ Ttꞽ ꞽś Ꞽwn.w,[0] -> [1] -> [11]
č̣(ṭ) mṭw tʾ n(.ꞽ) ꞽt(ꞽ) ⸗k n ⸗k Ꞽkꞽ-nhy tʾ ⸗k ntk n ꞽt(ꞽ) ⸗k n ⸗k Ꞽk(ꞽ)-nhy,č̣(ṭ) mṭw tʾ n(.ꞽ) ꞽt(ꞽ) ⸗k n ⸗k Ꞽkꞽ-nhy n ꞽt(ꞽ) tʾ ⸗k ntk ⸗k n ⸗k Ꞽk(ꞽ)-nhy,[0] -> [1] -> [11]
č̣(ṭ) mṭw Ttꞽ pw kꜣ pśč̣.t nb ꞽš.tt 5 ꞽš.t 3 r p.t ꞽš.t 2 r tꜣ,č̣(ṭ) mṭw pw kꜣ Ttꞽ pśč̣.t nb ꞽš.tt 5 ꞽš.t 3 r p.t ꞽš.t 2 r tꜣ,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś pꞽ wꞽč ꞽb sꜣ ꞽb Šw ꜣw.y ꜣw.t ꜣsb ꞽꜣḫ.w,č̣(ṭ) mṭw pꞽ wꞽč Wnꞽś ꞽb sꜣ ꞽb Šw ꜣw.y ꜣw.t ꜣsb ꞽꜣḫ.w,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw bw.t Ttꞽ pw ḥḳr,č̣(ṭ) mṭw pw ḥḳr bw.t Ttꞽ,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś p(ꞽ) ḥr(.ꞽ) kꜣ(.w) ṭmč̣ ꞽb(.w) n ḥr(.ꞽ) śꜣ Wr ẖr(.ꞽ) mč̣ꜣ.t nčr Śꞽꜣ ꞽmn.t Rꜥw,č̣(ṭ) mṭw p(ꞽ) ḥr(.ꞽ) Wnꞽś kꜣ(.w) ṭmč̣ ꞽb(.w) n ḥr(.ꞽ) śꜣ Wr ẖr(.ꞽ) mč̣ꜣ.t nčr Śꞽꜣ ꞽmn.t Rꜥw,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś pꞽ ꜥꜣ,č̣(ṭ) mṭw pꞽ ꜥꜣ Wnꞽś,[0] -> [1] -> [2] -> [10]
nꞽ nḥmm ḥꜣ.t(ꞽ) ⸗f Ttꞽ pw wr wč̣ꜣ wrr.t,nꞽ nḥmm ḥꜣ.t(ꞽ) ⸗f pw wr Ttꞽ wč̣ꜣ wrr.t,[0] -> [1] -> [2] -> [10]
wč̣ Wnꞽś nfr.t ꞽr ⸗f ś(ꞽ) Wnꞽś pꞽ nčr ꜥꜣ,wč̣ Wnꞽś nfr.t ꞽr ⸗f ś(ꞽ) pꞽ nčr Wnꞽś ꜥꜣ,[0] -> [1] -> [2] -> [10]
ś:wꜣ.n Ttꞽ [ḥr] [čn] [m] [(Ꞽ)tm(.w)] Ttꞽ pw ḫꜥ.y tꜣ.w [ḥr(.ꞽ)] [ꞽb] [Ng]ꜣ(.w),ś:wꜣ.n Ttꞽ [ḥr] [čn] [m] [(Ꞽ)tm(.w)] pw ḫꜥ.y Ttꞽ tꜣ.w [ḥr(.ꞽ)] [ꞽb] [Ng]ꜣ(.w),[0] -> [1] -> [2] -> [10]
wsš Wnꞽś nk Wnꞽś m ḥnn ⸗f Wnꞽś pꞽ nb mtw.t ꞽč ḥm.(w)t m ꜥw h(ꞽ.w) ⸗śn r ś.t mrr Wnꞽś ḫft šsp ꞽb ⸗f,wsš Wnꞽś nk Wnꞽś m ḥnn ⸗f pꞽ nb Wnꞽś mtw.t ꞽč ḥm.(w)t m ꜥw h(ꞽ.w) ⸗śn r ś.t mrr Wnꞽś ḫft šsp ꞽb ⸗f,[0] -> [1] -> [2] -> [10]
ꞽw ⸗k ḫr (⸗ꞽ) ꞽw ⸗k ḫr (⸗ꞽ) ꞽw ⸗k ꜣ ḫr (⸗ꞽ) Ḥr.w ꞽś nč̣.n ⸗f ꞽt(ꞽ) ⸗f Wśr(.w) Ttꞽ pw wt(.ꞽ) Ꞽnp.w ⸗k,ꞽw ⸗k ḫr (⸗ꞽ) ꞽw ⸗k ḫr (⸗ꞽ) ꞽw ⸗k ꜣ ḫr (⸗ꞽ) Ḥr.w ꞽś nč̣.n ⸗f ꞽt(ꞽ) ⸗f Wśr(.w) pw wt(.ꞽ) Ttꞽ Ꞽnp.w ⸗k,[0] -> [1] -> [2] -> [10]
m ⸗k ꜣ Ttꞽ Ttꞽ pw mtw.t nčr ꞽm.t ⸗ś,m ⸗k ꜣ Ttꞽ pw mtw.t Ttꞽ nčr ꞽm.t ⸗ś,[0] -> [1] -> [2] -> [10]
[č̣(ṭ)] [mṭw] [Wnꞽś] [pꞽ] [nꜤw] [kꜣ] [ꞽ:śšm] Ꜥm ꞽꜤr.t 7.t ⸗f ḫpr.n śfḫ.t{t} ⸗f nḥb.[w]t [wč̣] [mṭw] n śfḫ.t{t} ⸗f pśč̣.(w)t śč̣m.t mṭw ꞽtꞽ.w,[č̣(ṭ)] [mṭw] [pꞽ] [nꜤw] [Wnꞽś] [kꜣ] [ꞽ:śšm] Ꜥm ꞽꜤr.t 7.t ⸗f ḫpr.n śfḫ.t{t} ⸗f nḥb.[w]t [wč̣] [mṭw] n śfḫ.t{t} ⸗f pśč̣.(w)t śč̣m.t mṭw ꞽtꞽ.w,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Ttꞽ pw č̣śr ꞽm(.ꞽ) ḫnt čss ḥꜣ.t śbꜣ kśś.w n ⸗f nčr(.w) śṭꜣ.w n ⸗f pśč̣.t(ꞽ),č̣(ṭ) mṭw pw č̣śr Ttꞽ ꞽm(.ꞽ) ḫnt čss ḥꜣ.t śbꜣ kśś.w n ⸗f nčr(.w) śṭꜣ.w n ⸗f pśč̣.t(ꞽ),[0] -> [1] -> [2] -> [10]
nm(ꞽ).n ⸗k Mr n(.ꞽ) ḫꜣꞽ nč̣r.n n ⸗f Ttꞽ śṭ ⸗k n Ttꞽ ꞽś pw nčr sꜣ nčr,nm(ꞽ).n ⸗k Mr n(.ꞽ) ḫꜣꞽ nč̣r.n n ⸗f Ttꞽ śṭ ⸗k n pw nčr Ttꞽ ꞽś sꜣ nčr,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Ḳꜣ.t nꞽ ṭmm ⸗ś rw.t Nw.t Ttꞽ pw Šw pr m (Ꞽ)tm(.w),č̣(ṭ) mṭw Ḳꜣ.t nꞽ ṭmm ⸗ś rw.t Nw.t pw Šw Ttꞽ pr m (Ꞽ)tm(.w),[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś pꞽ tꞽ ꞽk.ꞽ tꜣḥ mr.w Č̣ḥw.tꞽ ḥꜣ.ꞽ Wnꞽś,č̣(ṭ) mṭw pꞽ tꞽ Wnꞽś ꞽk.ꞽ tꜣḥ mr.w Č̣ḥw.tꞽ ḥꜣ.ꞽ Wnꞽś,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wśr(.w) pw Wnꞽś m ss.w,č̣(ṭ) mṭw pw Wnꞽś Wśr(.w) m ss.w,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw bw.t Wnꞽś pꞽ ḥḳr,č̣(ṭ) mṭw pꞽ ḥḳr bw.t Wnꞽś,[0] -> [1] -> [2] -> [10]
m ⸗k Ttꞽ Ttꞽ pw Ḥr.w pr m šnč śꞽn(.w),m ⸗k Ttꞽ pw Ḥr.w Ttꞽ pr m šnč śꞽn(.w),[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw ꞽ Gbb kꜣ Nw.t Ḥr.w pꞽ Wnꞽś ꞽ(w)ꜥ ꞽt(ꞽ) ⸗f,č̣(ṭ) mṭw ꞽ Gbb kꜣ Nw.t pꞽ Wnꞽś Ḥr.w ꞽ(w)ꜥ ꞽt(ꞽ) ⸗f,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś pꞽ kꜣ ꞽꜣḫ.w(ꞽ) ḥr ꞽb ꞽr.t ⸗f,č̣(ṭ) mṭw pꞽ kꜣ Wnꞽś ꞽꜣḫ.w(ꞽ) ḥr ꞽb ꞽr.t ⸗f,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś pꞽ mḥ.ꞽ tꜣ pr m š,č̣(ṭ) mṭw pꞽ mḥ.ꞽ Wnꞽś tꜣ pr m š,[0] -> [1] -> [2] -> [10]
ꞽr ⸗śn wꜣ.t n Wnꞽś ś:wꜣ Wnꞽś ꞽm ⸗ś Wnꞽś pꞽ Ḥr.w |,ꞽr ⸗śn wꜣ.t n Wnꞽś ś:wꜣ Wnꞽś ꞽm ⸗ś pꞽ Ḥr.w Wnꞽś |,[0] -> [1] -> [2] -> [10]
ꜥḥꜥ Wnꞽś ḥr gś ꞽꜣb.tꞽ n(.ꞽ) mnwḥw.t ꞽn(.w) n ⸗f ꞽꜥ.t n ḥr.t Wnꞽś pꞽ ꞽr wp.t nšn,ꜥḥꜥ Wnꞽś ḥr gś ꞽꜣb.tꞽ n(.ꞽ) mnwḥw.t ꞽn(.w) n ⸗f ꞽꜥ.t n ḥr.t pꞽ ꞽr Wnꞽś wp.t nšn,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Wnꞽś pw č̣ḥꜣ.ꞽ nčr.w ḥꜣ(.ꞽ) ḥw.t Rꜥw mś.n nḥ.t nčr(.w) ꞽm.t ḥꜣ.t wꞽꜣ Rꜥw,č̣(ṭ) mṭw pw č̣ḥꜣ.ꞽ Wnꞽś nčr.w ḥꜣ(.ꞽ) ḥw.t Rꜥw mś.n nḥ.t nčr(.w) ꞽm.t ḥꜣ.t wꞽꜣ Rꜥw,[0] -> [1] -> [2] -> [10]
č̣(ṭ) mṭw Ḥr.w pꞽ Wnꞽś pr m šnč̣ pr m šnč̣ wč̣č̣ n ⸗f sꜣw čw rw pr wč̣ n ⸗f sꜣw čw rw,č̣(ṭ) mṭw pꞽ Wnꞽś Ḥr.w pr m šnč̣ pr m šnč̣ wč̣č̣ n ⸗f sꜣw čw rw pr wč̣ n ⸗f sꜣw čw rw,[0] -> [1] -> [2] -> [10]
wp ⸗k ś.t ⸗k m p.t m ꜥb śbꜣ(.w) n.(ꞽ)w p.t n čwt ꞽś śbꜣ wꜥ.tꞽ r rmn Nw.t,wp ⸗k ś.t ⸗k m p.t m ꜥb śbꜣ(.w) n.(ꞽ)w p.t n śbꜣ čwt ꞽś wꜥ.tꞽ r rmn Nw.t,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
č̣(ṭ) mṭw Ttꞽ ḥfṭ ⸗k ꞽꜣṭ ⸗k ꞽꜣḫ.w čwt Ꞽḫḫ.w ḥr.ꞽ wꜥr.t n.t p.t,č̣(ṭ) mṭw Ttꞽ ḥfṭ ⸗k ꞽꜣṭ ⸗k ꞽꜣḫ.w Ꞽḫḫ.w čwt ḥr.ꞽ wꜥr.t n.t p.t,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
śꜣꜣ.n Ttꞽ nꞽ ḫnṭ ⸗f ḥr ⸗k n čwt ꞽś štꜣ śfg ꞽ:č̣ṭ.w nčr(.w) n ꞽw.t(ꞽ) wn.t rṭ(.wꞽ) ⸗k n ꞽw.t(ꞽ) wn.t ꜥw ⸗k ꞽ:šm ⸗k ꞽm ⸗śn m ḫt śn.w ⸗k nčr(.w),śꜣꜣ.n Ttꞽ nꞽ ḫnṭ ⸗f ḥr ⸗k n štꜣ čwt ꞽś śfg ꞽ:č̣ṭ.w nčr(.w) n ꞽw.t(ꞽ) wn.t rṭ(.wꞽ) ⸗k n ꞽw.t(ꞽ) wn.t ꜥw ⸗k ꞽ:šm ⸗k ꞽm ⸗śn m ḫt śn.w ⸗k nčr(.w),[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
pr ꞽr ḫft.ꞽ ⸗k [čw]t wr ꞽr ⸗f m rn ⸗k n(.ꞽ) Pr wr,pr ꞽr ḫft.ꞽ ⸗k wr [čw]t ꞽr ⸗f m rn ⸗k n(.ꞽ) Pr wr,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
ꞽn čwt ꞽś nčr wꜥb ś.(w)t pr m wꜥb.t,ꞽn nčr čwt ꞽś wꜥb ś.(w)t pr m wꜥb.t,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
č̣(ṭ) mṭw mꞽnn ⸗k m rn ⸗k n(.ꞽ) mnn.w gꜣꜣ ⸗k m rn ⸗k n(.ꞽ) Ꞽgꜣ.ꞽ n čwt ꞽś hpꞽ.w ḥr.ꞽ ẖ.t ⸗f ꜥnḫ m ḥꜣ.t(ꞽw) nčr(.w) ꞽpf ꞽm.(ꞽ)w Ꞽwn.w,č̣(ṭ) mṭw mꞽnn ⸗k m rn ⸗k n(.ꞽ) mnn.w gꜣꜣ ⸗k m rn ⸗k n(.ꞽ) Ꞽgꜣ.ꞽ n hpꞽ.w čwt ꞽś ḥr.ꞽ ẖ.t ⸗f ꜥnḫ m ḥꜣ.t(ꞽw) nčr(.w) ꞽpf ꞽm.(ꞽ)w Ꞽwn.w,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
nꞽ ḥr Ḥr.w ꞽr ⸗k čwt kꜣ ⸗f,nꞽ ḥr Ḥr.w ꞽr ⸗k kꜣ čwt ⸗f,[0] -> [1] -> [2] -> [3] -> [4] -> [5] -> [7]
